year,title,excerpt,decade
1968,"US Appeals Ct overturns Maritime Comm dissolution of Calcutta, E Coast of India and E Pakistan-USA Conf, cites insufficient provocation",remands case to comm SHIP CONFERENCE WINS COURT PLEA; Maritime Agency Is Upset on Calcutta Dissolution,1960
1964,Mayor Wagner announces plans to attack poverty Wagner Preparing Attack on Poverty,,1960
1964,"PARIS, Nov. 1 (UPI)&#8212","&#8220;My boomerang won't come back,&#8221; Joe Timbery, an Australian boomerang thrower, complained today when he was ordered off the Eiffel Tower. His Boomerang Doesn't; Eiffel Tower Ousts Him",1960
1968,First Lady Heads Heart Drive,,1960
1961,lr on Reston Sept 24 comment on Sen M C Smith views Senator Smith's Views Endorsed,,1960
1960,"Prof Mendel urges US take policy and propaganda initiative in UN Assembly, lr Our Conduct at U.N.",Organized Attack by West on Soviet Position Advocated,1960
1964,Jackson Lab experiments with puppies show effects of soc isolation and deprivation in early life can be reduced and even eliminated,details; Dr Fuller int SCIENCE; ISOLATED BEHAVIOR; Experiments With Puppies May Indicate Therapy for Humans,1960
1961,completes payments to USSR totaling $153 million Austria Pays Reparations,,1960
1960,D B Geddes elected dir New Director is Named By Moore-McCormack,,1960
1962,A special three-judge Federal court will begin next Wednesday a review of the fairness of New York's nineteenth century formula for legislative reapportionment. The briefs filed with the court by radio station WMCA impressively document the way in which this city and other population...   New York Apportionment Test,,1960
1969,"Bulls Beat Pistons, 129-109",,1960
1963,"US demonstrates Pershing IRBM, soon to replace Redstones",W Ger has ordered missiles for 2 bns; negotiates for more PERSHING A-MISSILE SUCCESSFUL IN TEST,1960
1962,"Stanley and Simon Rappoport, New York realty investors, have sold the four-story garden apartment building at 40-40 Elbertson street, Elmhurst, Queens. The property, which is on a plod 125 by 100 feet and contains thirty-three apartments, has been purchased by the Central Leasing Corporation for cash over mortgages of $166,700.   ELMHURST HOUSE FIGURES IN SALE",Rappoports Buy 33-Unit Garden Apartment,1960
1963,"ANGELS' 3-HITTER SINKS TWINS, 4-0",Don Lee Beats Minnesota in First Start of Season,1960
1979,"lightship Columbia, Tongue Point, Ore, is decommissioned (S) Buoy to Do Man's Job As Lightship Is Retired",,1970
1971,"A Smetona concert revd by P G Davis SMETONA'S PIANISM FRESH, UNAFFECTED",,1970
1974,Pan American World Airways secretly paid thousands of dollars to an organized&#8208,crime ring to buy back blank flight tickets stolen from the airline. PAN AM RANSOMED PILFERED TICKETS,1970
1974,"Begrisch, Frank W Frank W. Begrisch, Ex‐Director Of Phillips Petroleum, Dies at 72",,1970
1971,"Details of the city's new withholding tax rates were made public yesterday, along with the impact of the new cigarette tax and the pos sibility of an expansion of the new plastic&#8208",container tax. Tax Details Issued by City For Workers and Buyers,1970
1977,"article on drastic increase in forest fires in NJ woodlands, including Pine Barrens, and fact that at least 41% of fires are work of arsonists",fire chief James Cumming comments; Natl Forest Service ranks Pine Barrens as 2d most dangerous fire prone area in US (M) Forest Fires Laid to Arsonists,1970
1970,The first hat is in the ring. It will not be the last. The chief races in New York's election this year will be those for Governor and United States Senator,"and in this generally capricious season for both politics and weather, announcement of candidacies can soon be expected to fall as thickly as winter's snows. As the Democrats Line Up",1970
1971,US State Dept says Sec Rogers plans to attend OAS conf in Costa Rica in Apr but does not plan to visit other Latin‐Amer countries Rogers Plans No Latin Tour,,1970
1971,"BROOKVILLE, L.I., Aug. 12&#8212","The Giants got a thorny problem out of the way today when they signed Ron Johnson, who had the distinction of being the team's first major holdout. 2‐YEAR CONTRACT FOR RON JOHNSON",1970
1971,article sees complexity of rebuilding new monetary system exemplified in voluminous study made by monetary expert C F Bergsten,"notes Nixon's surprise announcement left world without even beginnings of agreement as to where monetary system should go; says supporters of 'new Bretton Woods', such as Sen Javits, tend to forget that Bretton Woods mainly ratified results of lengthy negotiations that preceded it; sees present situation without precedent; notes good number of important countries are unwilling to agree on realignment of currency exch rates all by themselves, without knowing where whole world system is going and what role of dollar will be; says only thing that emerged so far is set of different, complicated changes in rules governing private transactions across foreign exchs, while effect on world commerce is not yet known WASHINGTON REPORT",1970
1977,Chamber Music Soc of Lincoln Center presents premiere of Frank Lewin's 'Variations of Greek Themes' at Alice Tully Hall,Peter G Davis rev (M) Music: Lewin Captures Arcadia,1970
1974,"Soviet Oil Min Valentin D Shashin, in conversation with Sen Walter F Mondale reptd by Tass, asserts that while USSR has surpassed US in oil production, it still seeks US tech to resolve continuing inefficiencies in oil extraction","says USSR will pay for such services with share of oil extracted; mentions Union Oil Co of Calif, Standard Oil (Ind), and Arabian Amer Oil Co as possible partners in exchanges that would involve Amer tech to increase output from wells, offshore drilling tech and oil refineries; says USSR would expect credit to expand its purchases of Amer oil tech and would not rule out similar deals with Western countries like France, GB and Japan; USSR surpassed US in oil production in 1st half of '74, largely as result of West Siberian fields; Izvestia announces completion of pipeline from fields to Black Sea tanker loading terminal of Novorossisk; Moscow expects to exceed plans for 452-million tons of oil production for '74 and plans production of 490-million tons for '75; graph showing USSR and US oil production (M) Soviet Moves Ahead of U.S. in oil output.",1970
1979,"Bitter, Marietta MARIETTA BITTER",,1970
1974,"Flowers, William E Hazing Rite ‘Burial’ Kills Jersey Student",,1970
1971,lrs scoring Feb 17 ed on Jerusalem Letters to the Editor,,1970
1978,Educators and economists are concerned over rising students' debt as students secure larger loans to pay for rising coll costs,underlining such concerns is broad soc question of whether Fed tuition aid policies of last 2 decades are counterproductive; recommendations of educ finance experts to alleviate problem discussed; indebtedness incurred by med students and effort of Fed Govt to curb loan defaults noted; various officials comment (M) Students' Debt Rise Stirs Fear,1970
1977,DAYLIGHT SAVING TIME High Tides Around New York,,1970
1977,"Frank Muhly Jr article on Parco Nazionale d'Abruzzo, Italy, 250,000-acre pk 90 mi east of Rome",protection of wolves in pk noted; advice to visitors; map; illus (M) A bruzzo: ‘Wild Heart of Italy’,1970
1977,"The Maurice Stokes Memorial basketball game will be played Tuesday night at Kutsher's Country Club, Monticello, N.Y. Proceeds are used for charities and for needy former National Basketball Association players who are not covered by the pension fund. Stokes Charity Game Slated Tuesday Night",,1970
1971,C Winner named Washington defensive coach WINNER TO COACH REDSKIN DEFENSE,,1970
1978,"Charles Brunn, 20, convicted, Fairbanks, Alaska, of voluntary manslaughter in slaying of 2 prospectors last Dec","Earl David Russell, 18, acquitted (S) Gold Miner Guilty in Killing",1970
1972,"Msgr J T McHugh, dir of Family Life Bur for US Cath Conf, contradicts recent Gallup poll findings that 64% of public is not opposed to legal abortions","cites studies made during '60s, which indicate that 75% of public is opposed abortion on demand; contends Gallup poll used ambiguous question, focusing exclusively on woman's health, not unborn child's right to life; Gallup poll indicates that those favoring abortion include 68% of Caths queried POLL ON ABORTIONS SCORED BY PRELATE",1970
1972,US voices concern over Cuba's continuing mil ties with USSR U. S. Voices Its Concern,,1970
1977,Associated Press TOGETHERNESS: Kings&#8217,"Tom Burleson, left, closely guarded by Rockets&#8217; Moses Malone, after scoring 2 points in the first period of play Monday night at Houston. Rockets won, 113&#8208;99. Nat'l Basketball Ass'n",1970
1977,"J Reston notes Yale Univ, at commencement exercises, honored Mairead Corrigan and Betty Williams, who started peace movement in Ulster How to Exit Smiling",,1970
1975,"The United States Supreme Court has ruled on only one zoning case in the last 45 years. In a decision last April 1, the Court upheld the authority of Belle Terre, L.I., to bar six unrelated college students from sharing a rented one family house. Rating by High Court On Zoning Is Recalled",,1970
1975,Ann O'Conor Sloane Fels and James Robert Atlas were married yesterday afternoon in the Park&#8208,"McCullough House in North Bennington, Vt. The Rev. Joel Miller performed the nondenominational ceremony. Ann Fels Is Bride of James R. Atlas",1970
1971,tendency for execs to retire early on sizable pensions and embark on new careers discussed Executives Hurry to Retire (and Start All Over Again),,1970
1971,219 NYC firemen claim illness or injury after fire calls 219 Firemen Claim Illness Or Injury After Fire Calls,,1970
1972,"BONN, May 8&#8212","Volkswagen's president, Rudolf Leiding, confirmed today that his troubled company, West Germany's largest industrial enterprise, operated at full capacity last year with hardly any profit. Car Maker May Lift Prices",1970
1973,"Barbiere di Siviglia, Il (Opera): Met Opera performance of G Rossini's Il Barbiere di Siviglia revd by D Henahan","J Levine conducts; singers H Prey, M Home, E Di Giuseppe, F Corena, R Goodloe, J Kraft, P Sliker, C Siepi and C Anthony perform The Opera",1970
1976,DAVIDSON&#8208,"Joseph Elias, August 11, 1951 Beloved father and grandfather lovingly remembered. Ethel and Fran. In Memoriam",1970
1977,"Mr. and Mrs. John A. Soi of Yonkers have announced the engagement of their daughter, Jacqueline Anne Soi, to Capt. Thomas John DeCaro of the Air Force Dental Corps. He is a son of Mr. and Mrs. John DeCaro, also of Yonkers. A wedding in September is planned. Jacqueline Anne Soi Fiancee Of Capt. Thomas J. DeCaro",,1970
1970,Mayo Clinic Proceedings (pub) to accept ad in Jan Advertising: How to Buy Space in Russia,,1970
1974,W Ger ex-Chancellor Willy Brandt arrives in Lisbon on Oct 19 to aid Portuguese Socialist party in electoral contest with well-organized Communists (S) Brandt on Mission in Lisbon,,1970
1978,"The 13th annual City University of New York tournament attracted 3,000 fans last night to City College's Nat Holman gym and they watched the two top seeded, teams, City College and Hunter, breeze into tomorrow night's semifinals. City College, Hunter Gain Semifinals",,1970
1970,"AFT natl pres Selden arrested, Newark, with 36 striking teachers, bringing total number of persons arrested to 128","Selden refuses services of Newark Teachers Union lawyer and refuses to accept release on $2,500 bail; school bd and union talks continue over non-monetary provisions of contract; black youths, who are reptdly members of Students for Better Educ, begin sit-in at Educ Bd sec Hess's office to protest continuation of strike by either side; say they want to return to classes and that sit-in will continue as long as strike lasts; Jersey City strike continues; 30 teachers, 8 nonacad employes and E Brunswick Educ Assn (NEA) are found guilty of contempt-of-ct order; face possible 6-mos jail term and individual fines of up to $500; E Brunswick strike revd Head of Teachers' Union Is Arrested While Picketing in Newark School Strike",1970
1974,Double&#8208,"headers caused the New York Mets a problem this season. Of their first 12 twin bills, they lost eight, took one and split there. Mets'",1970
1977,Evcrii vhere these days youth is being served with helpings that are getting larger and larger. CHESS,,1970
1978,V Canby article on Acad of Motion Picture Arts and Sciences awards,illus (M) FILM VIEW,1970
1971,"Stevenson, D E: The House of the Deer The House Of the Deer",,1970
1971,"Brooklyn College defeated Rutgers of Newark, 38&#8211","10, yes terday and ended its season with five straight victories after three losses. Rutgers of Newark is 2&#8211;7. Brooklyn Team Defeats Rutgers of Newark, 38‐10",1970
1973,There's a revolution going on&#8212,"in small boats. Sometimes called &#8220;fun boats&#8221; or &#8220;seamobiles&#8221; or just simply &#8220;one&#8208;man&#8221; craft, they come in all sizes, shapes, colors and prices, but with one thing in common: zippiness. Mini‐Boats Turning Into a Big Deal",1970
1977,"A good thing for Graham Marsh that he wasn't in New York yesterday. Had he been, the 33&#8208","year&#8208;old Australian golf professional would have been made to feel as old as Sam Snead. Miss Lopez, 20, Adds Spice to Golf Tourneys",1970
1970,"The engagement of Miss Gwynedd Anne Gowen, a junior at Vassar College, to Guy Felix, a law student at the University of Paris, has been announced by the pros pective bride's parents, Mr. and Mrs. William E. W. Gowen of New York. Bridal on July 4 In France Is Set By Miss Gowen",,1970
1970,A pot de cr&#232,"me &#8212; which is, precisely as the name implies, a cream dessert served in a small pot &#8212; is one of the most elegant dishes in the French repertory. Dazzling enough by itself, when teamed with floren tines, those delicious chocolate&#8208;covered cookies, it is something for the gods. Both are easy to prepare. Peerless pairing",1970
1977,"ITHACA, N.Y., Nov. 5 &#8212","While scramble for a piece of the. Ivy League football title was taking place elsewhere, Cornell and Columbia fought to escape the league cellar today. The Big Red managed to pull the Lions down to their level by scoring a 20&#8208;7 victory. Cornell Defeats Columbia In Ivy Cellar Battle, 20‐7",1970
1973,"BE a Maharaja. See India in style by hiring your own private railroad car and mapping out your own itinerary. It's not a thing you can just up and do. On the ether hand, it's certainly not impossible to arrange. Simply allow some lead time and expect changes. And have confidence: The Indian railway bureaucracy has a genius for the last&#8208","minute fix, the mend&#8208;and&#8208;make&#8208;do, and a great desire to show off its 37,000&#8208;mile rail system, one of ttie world's largest and certainly the best east of Suez. Be adventurous, and then think of every change in plans as the beginning of a bright, new adventure. Seeing India in Maharaja Style: By Private Railway Car..",1970
