year,decade,Combined_Text
1968,1960,"Quimby, Brooks (retired Prof) PROF. BROOKS QUIMBY OF BATES COLLEGE, 71 "
1965,1960,repts Maj Gen Rikhye advance team in Santo Domingo Thant Names Observer 
1960,1960,Army Sec Larcher denies crisis looms over Army leaders reptd grievances against Frondizi disputed by Gen Aramburu; grievances listed; Larcher resigns ARGENTINE ARMY DIVIDED IN CRISIS; One Military Leader Denies Dispute -- President to Get a List of Grievances
1961,1960,"ADDIS ABABA, ETHIOPIA, Dec. 16 -- Ethiopia's long-awaited first university will receive its charter Monday.   ETHIOPIANS WILL GET A FIRST UNIVERSITY "
1961,1960,SIROLA'S ELBOW AILING Star of Italian Tennis Team May Require Operation
1964,1960,"WASHINGTON, Aug. 18 (AP)&#8212 President Johnson created an emergency board today to investigate disputes involving the nation's railroads and 11 labor organizations. US. BOARD CREATED IN RAIL CONTROVERSY"
1966,1960,Aqueduct Entries 
1962,1960,"group of masked whites tries to invade Negro home, 1 slain, Dallas, Ga WHITE MAN INVADING NEGRO HOME IS SLAIN "
1961,1960,"C L Sulzberger sees US at disadvantage in conf because of mil 'strategy gap,' Foreign Affairs A Strategy Gap and the Two K's"
1964,1960,"Elias, Nathaniel M Nathaniel Elias, Chemist, Dead Helped to Develop Dye Industry"
1964,1960,"TORONTO, July 24 (Canadian Press)&#8212 A bank customer was shot dead today and a policeman was wounded when they tried to halt a masked gunman who had robbed a branch of the Canadian Imperial Bank of Commerce in Downsview, a suburb. The robber escaped with about $20,000. Robber Shoots 2 in Canada"
1964,1960,"Repub legislators, at closed session, agree on proposal for weighted voting to comply with US Sup Ct 1-man, 1-vote decision under weighted voting each legislator casts vote that corresponds in strength to population of his dist Vote Planned Monday"
1962,1960,MUSIC BOOKSHELF 
1960,1960,"Somewhat bruised from weekend games in Toronto and Chicago, the New York Rangers will return to Madison Square Garden ice tonight to play the Montreal Canadiens. The Habitants, winners of the National Hockey League's Stanley Cup for five straight years, will be making their first appearance of the season at the Garden.   SPENCER TO BE OUT WEEK TO TEN DAYS Ranger Defenseman Has a Jaw Fracture -- 3 Others Ailing but Able to Play"
1967,1960,Pres Johnson expected to make long-delayed policy decisions Adm consulting indus leaders; reptdly seeks approval to include Maritime Adm in new Transportation Dept; Magnuson and Bartlett postpone hearings on indus pending Adm announcement NEW SHIP POLICY IS EXPECTED SOON; Executives Say President Will Act in About a Month
1969,1960,"While 100,000 fans in a stadium in Rio de Janeiro cheered as only they can for the great Pele's 1,O00th goal, American professional soccer officials tried to figure how they could get that many people to watch a team for a whole season.   Soccer "
1960,1960,"NIEDER REACHES 63-1 1/4 In Another Shot-Put Test on Coast, Long Does 61-11 1/4"
1960,1960,"LONDON, Aug. 18 (AP) -- ""Powers doing fine,"" The Evening News of London said in a banner headline today on the Moscow trial of the American U-2 pilot.   PAPER IN LONDON SALUTES POWERS Says U-2 Pilot 'Doing Fine' -- Second Daily Finds Flier Sees Himself as Pawn"
1966,1960,2 whites arrested in Triggs slaying 2 WHITES ARRESTED IN NEGRO'S SLAYING 
1969,1960,"US and Hungary announce 4-point accord, seen 1st significant move between 2 nations since Nov '66 and further step toward US goal of improving relations with E Eur accord provides for establishment of Hungarian trade office in NYC, means of payment for Hungary's surplus-property debt to US, increase from 22 to 32 staff members in respective embassies and start of US pension payments to beneficiaries in Hungary U.S. AND HUNGARY IN 4-POINT ACCORD; Pact Termed Step Toward Closer Ties With Bloc"
1969,1960,"The National Federation of Priests Councils, a Roman Catholic organization formed a year ago to promote church reform and renewal rather than rebellion, yesterday displayed the first issue of its bimonthly ""house organ.""   REFORM PRIESTS ISSUE MAGAZINE National Federation Aims to Pursue 'Middle' Course"
1966,1960,"Oklahoma!, by Rodgers and Hammerstein, based on L Riggs play: Harlem ps pupils perform in revised version illus A New Hit Opens at P.S. 28 in Harlem: 'Oklahoma!'; Ado Annie Is Gone and Pore Jud Lives in Pupils' Version"
1969,1960,25 Hurt in Rail Crash 
1961,1960,Miss Bonnie Carole Zients Fiancee of Thomas Forgash 
1962,1960,ITU approves 2-yr pact with Detroit papers paper handlers and pressmen disputes continue PRINTERS RATIFY DETROIT ACCORD; But End of 2 Newspapers' Shutdown Is Uncertain
1962,1960,"Dillon, Jno D John D. Dillon, Engineer Consultant and Writer, 58"
1964,1960,new Greek King Constantine phoned Johnson during crisis but spoke to Rusk because Johnson was away from Washington Rusk Talks for Johnson When Greek King Calls 
1963,1960,"Francis David Walsh, 55, Rye Mathematics Teacher "
1961,1960,"CAMBRIDGE, Mass., Oct. 14 -- ""Rise up for the Ivy League, men of good cheer. Rise up for the Ivy League, bright days are here.""   Colgate's Rushing Tops Harvard, 15-0 COLGATE SUBDUES HARVARD, 15 TO 0"
1964,1960,"Benitez, J: allegedly beaten by arresting officers, NYC J Gotsch, who filed 'brutality charge, charged with inciting to riot for allegedly urging crowd to take Benitez away from police Police and a Citizen Dispute Puerto Rican Arrest; They Exchange Charges of Brutality by Patrolmen and Inciting to Riot"
1966,1960,Article 4 -- No Title 
1964,1960,Guayaquil anti-evasion efforts by use of computers and aid of US consultant described GUAYAQUIL HUNTS FOR TAX EVADERS Project Is Part of an Effort to Mend City's Finances
1963,1960,"Henry T. Adios 2d in $62,800 Good Time at Yonkers "
1968,1960,"TOKYO, Aug. 27 -- The remarkable Japanese economy is growing so fast that even the Government has a hard time keeping track of it.   Japan's Economy: How High Is Up? JAPAN'S ECONOMY GROWING RAPIDLY"
1964,1960,Malcolm X has invited Negro organizations throughout the metropolitan area to a meeting in Harlem tomorrow night. MALCOLM X PLANS RALLY TOMORROW 
1969,1960,Standard meeting on merger postponed until Oct 29 Sohio Meeting on Merger Is Postponed Until Oct. 29 
1969,1960,Fire forces evacuation of 100 patients 100 Evacuated in Blaze At Poughkeepsie Hospital 
1961,1960,"NEWPORT, R.I., Aug. 19 -- Miss Linda Ryan, daughter of Mrs. Diana Dodge Ryan and the ate George F. Ryan, was presented this evening at a formal pink ball given by her mother at Vaucluse, the Ryan estate in near-by Portsmouth.   Miss Linda Ryan Presented at Ball On Family Estate Nearly 1,000 Participate in Event of Tennis Week in Newport"
1966,1960,Philco Names Two Officers 
1960,1960,Voice of Amer repts USSR apparently jams repts of ban on U-2 flights USSR broadcasts note it VOICE' DISCOVERS SIGNS OF JAMMING; But Unusual Natural Static Could Explain Blocking of Programs to Soviet
1964,1960,"Following is a transcript of President Johnsons broadcast announcement from Washingtonn last night on the settlement of the railroad dispute, with statements by Roy E. Davidsonn, the head of thhe Brothherhhood of Loconmotive Engineers, and J. E. Wolfe, chief railroad negotiator, as recorded by The New York Times: Johnson's Broadcast on the Rail Accord "
1964,1960,Article on restoration of 17th century home inside Bklyn Museum illus Schenck House of 1675 Restored in Brooklyn; Home at Museum to Open on April 26
1961,1960,"Trading in most commodity futures yesterday was generally quiet, with price declines outnumbering increases.   COPPER AND COCOA DIP IN DULL TRADE Hides, Zinc and 'B' Coffee Futures Prices Gain"
1965,1960,Anita Da Ros Is a Bride 
1961,1960,"INCREASINGLY popular for use on furniture, cabinets and picture frames, ""antique"" gold-on-white or gold-on-black finishes can be applied by any one of several different methods.   FINISHED WITH GOLD Gilt Paint Is Applied With Brush or Spray"
1968,1960,"Faced with early losses ""in excess of $100,000,"" World Championship Tennis, Inc., is preparing a new format under revised management for its eight-player professional tour.   PRO TENNIS TOUR $100,000 IN RED Hill Replaces Dixon and New Format Is Set Up"
1961,1960,National Opinion Research Center study shows relatively unproficient science students have better chance for grad study grants than able students in soc sciences and humanities Survey Finds Science Students Have Best Chance for Stipends Those With Less Ability Are Said to Hold Edge Over Top Graduates in Social Studies and the Humanities
1960,1960,Emergency Landing in Ohio 
1964,1960,comment on protest illus THE NATION
1962,1960,"LONDON--Nothing can take away from the wonder of  the Holy Land. Travelers cite the commercialism to be found there, the crowds of craning sight-seers, the petty religious rivalries at the holy places, and the enmity between the Jordanian and Israeli inhabitants of the divided city of Jerusalem and other border areas. But the old, walled city and the other spots where history and religion intertwine surmount all these.   EASTER IN THE JORDAN SECTOR OF JERUSALEM To Early May Early Morning Rites Special Equipment Dead Sea Trip Roman Ruins Once a Wealthy City"
1960,1960,There will be a special entertainment during a cocktail reception in the Terrace Room of the Plaza preceding a benefit dinner dance in the hotel's Grand Ballroom on Thursday. Proceeds of the event will go to the Boys Club of New York.   Fashion Show To Precede Fete For Boys Club Reception Will Be Held Before Dinner Dance at Plaza Thursday
1965,1960,"PHOENIX, Ariz., Feb. 12 (AP) -- Bert Yancey, Frank Beard and Al Geiberger shared what appeared to be the second-round lead today in the $67,500 Phoenix open golf tournament.   THREE CARD 137'S IN PHOENIX GOLF Yancey, Beard, Geiberger Tied -- Freeze Delays Play"
1962,1960,"Duggan, A: Lord Geoffrey's Fancy Books of The Times By ORVILLE PRESCOTT"
1979,1970,"lightship Columbia, Tongue Point, Ore, is decommissioned (S) Buoy to Do Man's Job As Lightship Is Retired "
1971,1970,"A Smetona concert revd by P G Davis SMETONA'S PIANISM FRESH, UNAFFECTED "
1974,1970,Pan American World Airways secretly paid thousands of dollars to an organized&#8208 crime ring to buy back blank flight tickets stolen from the airline. PAN AM RANSOMED PILFERED TICKETS
1974,1970,"Begrisch, Frank W Frank W. Begrisch, Ex‐Director Of Phillips Petroleum, Dies at 72 "
1971,1970,"Details of the city's new withholding tax rates were made public yesterday, along with the impact of the new cigarette tax and the pos sibility of an expansion of the new plastic&#8208 container tax. Tax Details Issued by City For Workers and Buyers"
1977,1970,"article on drastic increase in forest fires in NJ woodlands, including Pine Barrens, and fact that at least 41% of fires are work of arsonists fire chief James Cumming comments; Natl Forest Service ranks Pine Barrens as 2d most dangerous fire prone area in US (M) Forest Fires Laid to Arsonists"
1970,1970,"The first hat is in the ring. It will not be the last. The chief races in New York's election this year will be those for Governor and United States Senator and in this generally capricious season for both politics and weather, announcement of candidacies can soon be expected to fall as thickly as winter's snows. As the Democrats Line Up"
1971,1970,US State Dept says Sec Rogers plans to attend OAS conf in Costa Rica in Apr but does not plan to visit other Latin‐Amer countries Rogers Plans No Latin Tour 
1971,1970,"BROOKVILLE, L.I., Aug. 12&#8212 The Giants got a thorny problem out of the way today when they signed Ron Johnson, who had the distinction of being the team's first major holdout. 2‐YEAR CONTRACT FOR RON JOHNSON"
1971,1970,"article sees complexity of rebuilding new monetary system exemplified in voluminous study made by monetary expert C F Bergsten notes Nixon's surprise announcement left world without even beginnings of agreement as to where monetary system should go; says supporters of 'new Bretton Woods', such as Sen Javits, tend to forget that Bretton Woods mainly ratified results of lengthy negotiations that preceded it; sees present situation without precedent; notes good number of important countries are unwilling to agree on realignment of currency exch rates all by themselves, without knowing where whole world system is going and what role of dollar will be; says only thing that emerged so far is set of different, complicated changes in rules governing private transactions across foreign exchs, while effect on world commerce is not yet known WASHINGTON REPORT"
1977,1970,Chamber Music Soc of Lincoln Center presents premiere of Frank Lewin's 'Variations of Greek Themes' at Alice Tully Hall Peter G Davis rev (M) Music: Lewin Captures Arcadia
1974,1970,"Soviet Oil Min Valentin D Shashin, in conversation with Sen Walter F Mondale reptd by Tass, asserts that while USSR has surpassed US in oil production, it still seeks US tech to resolve continuing inefficiencies in oil extraction says USSR will pay for such services with share of oil extracted; mentions Union Oil Co of Calif, Standard Oil (Ind), and Arabian Amer Oil Co as possible partners in exchanges that would involve Amer tech to increase output from wells, offshore drilling tech and oil refineries; says USSR would expect credit to expand its purchases of Amer oil tech and would not rule out similar deals with Western countries like France, GB and Japan; USSR surpassed US in oil production in 1st half of '74, largely as result of West Siberian fields; Izvestia announces completion of pipeline from fields to Black Sea tanker loading terminal of Novorossisk; Moscow expects to exceed plans for 452-million tons of oil production for '74 and plans production of 490-million tons for '75; graph showing USSR and US oil production (M) Soviet Moves Ahead of U.S. in oil output."
